schedule|googlelink|marketname|products|address|id
06/15/2013 to 09/28/2013 Sat: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.361195%2C%20-104.595551%20(%22Elizabeth+Farmers+Market%22)|Elizabeth Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Prepared foods (for immediate consumption); Soap and/or body care products|165 S Main Street, Elizabeth, Colorado, 80107|1006377
06/14/2014 to 09/27/2014 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.306061%2C%20-78.015956%20(%22Angelica+Farmers''+Market%22)|Angelica Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|Park Circle, Main Street, Angelica, New York, 14709|1006378
05/01/2011 to 09/31/2011 <br> <br> <br> |http://maps.google.com/?q=37.725%2C%20-77.0231%20(%22King+%26+Queen+Community+Development+Farmers+Market%22)|King & Queen Community Development Farmers Market||120 Marsh Lane- Walkerton Boat Ramp, Walkerton, Virginia, 23177|1006379
05/28/2014 to 10/29/2014 Wed: 4:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=44.04915%2C%20-94.40926%20(%22Madelia+Community+Hospital''s+Farmers+Market%22)|Madelia Community Hospital''''s Farmers Market|Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Plants in containers; Trees, shrubs|Drew Ave, Madelia, Minnesota, 56062|1006381
 <br> <br> <br> |http://maps.google.com/?q=34.0041%2C%20-95.5195%20(%22Hugo+Farmers+Market%22)|Hugo Farmers Market||604 South F St., Hugo, Oklahoma, 74743|1006382
 <br> <br> <br> |http://maps.google.com/?q=61.602%2C%20-149.116%20(%22Palmer+Friday+Fling%22)|Palmer Friday Fling||Pavillion across from Visitor''s Center, Palmer, Alaska, 99645|1006383
04/05/2014 to 11/29/2014 Wed: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.91425%2C%20-94.37711%20(%22Downtown+Lee''s+Summit+Farmers+Market%22)|Downtown Lee''''s Summit Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|113 SE Douglas Street, Lee''s Summit, Missouri, 64063|1006384
05/24/2014 to 10/25/2014 Sat: 8:00 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=42.46893%2C%20-93.81654%20(%22Webster+City+Farmers+Market%22)|Webster City Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Soap and/or body care products|City Plaza, Webster City, Iowa, 50595|1006385
 <br> <br> <br> |http://maps.google.com/?q=43.3049%2C%20-91.7848%20(%22Winneshiek+Farmers+Market%22)|Winneshiek Farmers Market||Parking lot across from City Hall, Decorah, Iowa, 52101|1006386
 <br> <br> <br> |http://maps.google.com/?q=42.475%2C%20-95.7848%20(%22Correctionville+Farm+%26+Fun%22)|Correctionville Farm & Fun||Old High School, 512 5th Street, Correctionville, Iowa, 51016|1006387
 <br> <br> <br> |http://maps.google.com/?q=37.2294%2C%20-120.251%20(%22Coarsegold+Farmers+Market%22)|Coarsegold Farmers Market||35300  Highway 41, Le Grand, California, 95333|1006388
05/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=38.7077%2C%20-76.539%20(%22North+Beach+Friday+Night+Farmers''s+Market%22)|North Beach Friday Night Farmers''''s Market||5th Street, North Beach, Maryland, 20714|1006389
 <br> <br> <br> |http://maps.google.com/?q=39.2413%2C%20-74.8136%20(%22Woodbine+Farmers+Market%22)|Woodbine Farmers Market||Rt. 550, Woodbine, New Jersey|1006390
 <br> <br> <br> |http://maps.google.com/?q=25.728%2C%20-80.2468%20(%22Coconut+Grove+Farmers+Market%22)|Coconut Grove Farmers Market||3300 Grand Avenue and Margaret Street, Coconut Grove, Florida, 33177|1006392
 <br> <br> <br> |http://maps.google.com/?q=34.4929%2C%20-89.0105%20(%22Court+Street+Farmer''s+Market%22)|Court Street Farmer''''s Market||300 Carter Avenue, New Albany, Mississippi, 38652|1006393
 <br> <br> <br> |http://maps.google.com/?q=41.7604%2C%20-96.6713%20(%22West+Point+Farmers+Market%22)|West Point Farmers Market||Eagles parking lot, West Point, Nebraska, 68788|1006394
 <br> <br> <br> |http://maps.google.com/?q=34.5116%2C%20-89.0321%20(%22New+Albany+Farmers+Market%22)|New Albany Farmers Market||112 Fairgrounds Circle, New Albany, Mississippi, 38652|1006395
 <br> <br> <br> |http://maps.google.com/?q=42.4067%2C%20-98.0099%20(%22Creighton+Farmers+Market%22)|Creighton Farmers Market||In front of Senior Center, Brunswick, Nebraska, 68720|1006397
 <br> <br> <br> |http://maps.google.com/?q=42.4067%2C%20-98.0098%20(%22Verdigre+Farmers+Market%22)|Verdigre Farmers Market||Main Street, Brunswick, Nebraska, 68720|1006398
05/03/2014 to 10/25/2014 Sat: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.718962%2C%20-91.976423%20(%22Lanesboro+Farmers+Market%22)|Lanesboro Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|Sylvan Park, Lanesboro, Minnesota, 55949|1006399
 <br> <br> <br> |http://maps.google.com/?q=35.0256%2C%20-99.0931%20(%22Hobart+Farmers+Market%22)|Hobart Farmers Market||Courthouse Square, Hobart, Oklahoma, 73651|1006400
04/05/2014 to 12/20/2014 Sun: 7:00 AM-12:00 PM;<br>11/01/2012 to 12/31/2012 <br> <br> |http://maps.google.com/?q=38.0375231%2C%20-78.485519%20(%22Charlottesville+City+Market%22)|Charlottesville City Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|207 1st st south, Charlottesville/va, Virginia, 22902|1006402
05/07/2014 to 09/24/2014 Wed: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.0274663%2C%20-78.4666648%20(%22Farmers+in+the+Park%22)|Farmers in the Park|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption)|1301 Chesapeake St, Charlottesville, Virginia, 22902|1006403
03/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=33.7511562%2C%20-84.7486943%20(%22Main+Street+Douglasville+Farmer''s+Market%22)|Main Street Douglasville Farmer''''s Market||6694 Broad St, Douglasville, Georgia, 30134|1006405
06/01/2012 to 08/31/2012 <br> <br> <br> |http://maps.google.com/?q=33.7502%2C%20-84.7507%20(%22Main+Street+Douglasville+Farmer''s+Market%22)|Main Street Douglasville Farmer''''s Market||6754 Broad St, Dougalsville, Georgia, 30134|1006406
08/02/2014 to 10/04/2014 Sat: 7:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=41.132489%2C%20-104.814494%20(%22Cheyenne+Farmers+Market%22)|Cheyenne Farmers Market|Baked goods; Cheese and/or dairy products; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Trees, shrubs|1 Depot Plaza, Cheyenne, Wyoming, 82001|1006407
05/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=42.5053323%2C%20-92.4038187%20(%22University+Avenue+Farmers''+Market%22)|University Avenue Farmers'''' Market||4000 University Avenue, Waterloo, Iowa, 50701|1006408
05/03/2014 to 09/30/2014 Sat: 7:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=33.775%2C%20-93.6829%20(%22Old+Washington+Farmers''+Market%22)|Old Washington Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers|4850 Colombus St, Washington, Arkansas, 71862|1006409
06/06/2014 to 09/26/2014 Thu: 2:30 PM-6:30 PM;<br> <br> <br> |http://maps.google.com/?q=42.6337033%2C%20-83.2204160%20(%22Auburn+Hills+Farmers+Market%22)|Auburn Hills Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Honey; Meat; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|Auburn and Squirrel Road, Auburn Hills, Michigan, 48326|1006410
01/01/2013 to 12/31/2013 Fri: 4:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=34.3613424%2C%20-117.6340491%20(%22Wrightwood+Certified+Farmers+Market%22)|Wrightwood Certified Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Prepared foods (for immediate consumption); Soap and/or body care products|1275 State Route 2, Wrightwood, California, 92397|1006411
 <br> <br> <br> |http://maps.google.com/?q=48.3651%2C%20-119.598%20(%22Okanogan+Valley+Farmers+Market+I%22)|Okanogan Valley Farmers Market I||Civic League Park, Omak, Washington, 98841|1006412
 <br> <br> <br> |http://maps.google.com/?q=48.3719%2C%20-119.571%20(%22Okanogan+Valley+Farmers+Market+II%22)|Okanogan Valley Farmers Market II||American Legion Park, Okanogan, Washington, 98840|1006413
06/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=41.5634149%2C%20-74.1768326%20(%22Walden+Farmers+Market+at+Woosters+Grove%22)|Walden Farmers Market at Woosters Grove||Wooster''s Grove Park, 89 E Main Street,, Walden, New York, 12586|1006414
06/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=41.559749%2C%20-74.188625%20(%22Wooster''s+Grove+Farmers+Market%22)|Wooster''''s Grove Farmers Market||89 East Main Street (Route 52E), Walden, New York, 12586|1006415
05/03/2014 to 11/01/2014 Sat: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.012166%2C%20-77.907787%20(%22Mineral+Farmer''s+Market%22)|Mineral Farmer''''s Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|81 Louisa Ave., Mineral, Virginia, 23117|1006416
04/26/2014 to 10/25/2014 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.4922%2C%20-112.043%20(%22Idaho+Falls+Farmers''+Market%22)|Idaho Falls Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|501 West Broadway, Idaho Falls, Idaho, 83402|1006417
 <br> <br> <br> |http://maps.google.com/?q=39.1644%2C%20-86.4924%20(%22Bloomingfoods+Farmers+Market%22)|Bloomingfoods Farmers Market||Bloomingfoods parking lot, 3220 East 3rd Street, Bloomington, Indiana, 47401|1006418
 <br> <br> <br> |http://maps.google.com/?q=42.7982%2C%20-83.7038%20(%22Fenton+Farmers+Market%22)|Fenton Farmers Market||150 S. Leroy Street, Fenton, Michigan, 48430|1006419
 <br> <br> <br> |http://maps.google.com/?q=42.8153%2C%20-83.7814%20(%22Linden+Farmers+Market%22)|Linden Farmers Market||N. Main Street, Linden, Michigan, 48451|1006420
 <br> <br> <br> |http://maps.google.com/?q=43.2475%2C%20-86.1037%20(%22Westward+Market%22)|Westward Market||18138 Lane ave., North Muskegon, Michigan, 49445|1006424
 <br> <br> <br> |http://maps.google.com/?q=22.2042%2C%20-159.492%20(%22Hanalei+Saturday+Farmers+Market%22)|Hanalei Saturday Farmers Market||Downtown Hanalei, Hanalei, Hawaii, 96714|1006425
04/03/2014 to 09/25/2014 Thu: 6:00 PM-9:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.728974%2C%20-121.840525%20(%22Downtown+Chico+Thursday+Night+Market%22)|Downtown Chico Thursday Night Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|Broadway between 2nd & 5th Street, Chico, California, 95928|1006427
05/16/2014 to 10/24/2014 Fri: 3:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.977291%2C%20-84.392748%20(%22Campbell+County+Farmers+Market+Association%22)|Campbell County Farmers Market Association|Baked goods; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Plants in containers; Soap and/or body care products|U.S. 27, Alexandria, Kentucky, 41001|1006428
05/13/2014 to 10/28/2014 Tue: 3:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.0282%2C%20-84.4521%20(%22Campbell+County+Farmers+Market+Association%22)|Campbell County Farmers Market Association|Baked goods; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Soap and/or body care products|Martha Layne Collins Blvd., Highland Heights, Kentucky, 41076|1006429
04/27/2014 to 11/23/2014 Wed: 4:00 PM-7:00 PM;Sun: 11:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.0363782%2C%20-85.3168430%20(%22Chattanooga+Market%22)|Chattanooga Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|1829 Carter Street, Chattanooga, Tennessee, 37408|1006431
 <br> <br> <br> |http://maps.google.com/?q=35.5496%2C%20-87.5519%20(%22The+Farmers+Market+at+Hohenwald%22)|The Farmers Market at Hohenwald||Lewis County Courthouse Square, Hohenwald, Tennessee, 38462|1006432
05/01/2012 to 11/31/2012 <br> <br> <br> |http://maps.google.com/?q=38.7311638888889%2C%20-88.0836305555556%20(%22Main+Street+Farmers+Market+of+Olney%22)|Main Street Farmers Market of Olney||202 E MAIN ST, OLNEY, Illinois, 62450|1006434
 <br> <br> <br> |http://maps.google.com/?q=44.3765%2C%20-108.039%20(%22Basin+Farmers+Market%22)|Basin Farmers Market||Wyoming Ave. & 4th St., Basin, Wyoming, 82410|1006435
 <br> <br> <br> |http://maps.google.com/?q=44.497%2C%20-108.055%20(%22Greybull+Farmers+Market%22)|Greybull Farmers Market||Pamida North 6th Street, Greybull, Wyoming, 82410|1006436
 <br> <br> <br> |http://maps.google.com/?q=47.1414%2C%20-100.28%20(%22Wing+Farmers+Market%22)|Wing Farmers Market||Main St., Wing, North Dakota, 58494|1006438
 <br> <br> <br> |http://maps.google.com/?q=38.7535%2C%20-95.8371%20(%22Burlingame+Farmers+Market%22)|Burlingame Farmers Market||Downtown Burlingame, Burlingame, Kansas, 66413|1006439
 <br> <br> <br> |http://maps.google.com/?q=41.4195%2C%20-73.9497%20(%22Cold+Springs+Farmers+Market%22)|Cold Springs Farmers Market||Route 9D - Butterfield Hospital Lot, Cold Spring, New York, 10516|1006440
 <br> <br> <br> |http://maps.google.com/?q=41.9899%2C%20-88.1846%20(%22Bartlett+Farmers+Market%22)|Bartlett Farmers Market||203 Main St., Bartlett, Illinois, 60103|1006441
 <br> <br> <br> |http://maps.google.com/?q=37.7761%2C%20-120.815%20(%22Oakdale+Farmers+Market%22)|Oakdale Farmers Market||Hershey''s Visitor Center, Modesto, California, 95353|1006443
 <br> <br> <br> |http://maps.google.com/?q=37.6372%2C%20-120.996%20(%22Sunblest%22)|Sunblest||10Th Street Modesto, Modesto, California|1006444
 <br> <br> <br> |http://maps.google.com/?q=47.7746%2C%20-96.6094%20(%22Crookston+Farmers+Market+I%22)|Crookston Farmers Market I||Bremer Bank, Crookston, Minnesota, 56716|1006445
 <br> <br> <br> |http://maps.google.com/?q=47.7893%2C%20-96.6035%20(%22Crookston+Farmers+Market+II%22)|Crookston Farmers Market II||High School, Crookston, Minnesota, 56716|1006446
05/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=41.813802%2C%20-87.868609%20(%22La+Grange+Farmers+Market%22)|La Grange Farmers Market||53 S. LaGrange Rd., La Grange, Illinois, 60525|1006448
 <br> <br> <br> |http://maps.google.com/?q=42.804%2C%20-73.9161%20(%22Schenectady+Ellis+Health+Center+Farmers+Market%22)|Schenectady Ellis Health Center Farmers Market||600 McClellan Street, Schenectady, New York, 12308-|1006449
01/01/2013 to 12/31/2013 Fri: 7:00 AM-5:00 PM;<br>03/01/2014 to  Fri: 7:00 AM-5:00 PM;<br> <br> |http://maps.google.com/?q=37.937305%2C%20-122.346713%20(%22Richmond+Certified+Farmers+Market%22)|Richmond Certified Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Nuts; Prepared foods (for immediate consumption); Soap and/or body care products|24th & Barrett Ave., Richmond, California, 94804|1006450
07/17/2014 to 09/25/2014 Thu: 5:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.533336%2C%20-109.630466%20(%22Dubois+Farmers''+Market%22)|Dubois Farmers'''' Market|Baked goods; Cheese and/or dairy products; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.|9 South 1st Street, Dubois, Wyoming, 82513|1006451
07/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=38.0667%2C%20-117.23%20(%22Tonopah+Farmers+Market%22)|Tonopah Farmers Market||Hwy 95, Main St. at Pocket Park, Tonopah, Nevada, 89049|1006452
 <br> <br> <br> |http://maps.google.com/?q=44.8018%2C%20-91.5051%20(%22Chippewa+Valley+Technical+College+Farmers+Market%22)|Chippewa Valley Technical College Farmers Market||Eau Claire, Wisconsin|1006453
 <br> <br> <br> |http://maps.google.com/?q=38.0753%2C%20-78.8992%20(%22Waynesboro+Farmers+Market%22)|Waynesboro Farmers Market||Pavilion at Constitution Park, Waynesboro, Virginia, 22980|1006454
 <br> <br> <br> |http://maps.google.com/?q=44.5192%2C%20-88.0198%20(%22City+of+Green+Bay+Farmers+Market%22)|City of Green Bay Farmers Market||Parking lot just east of Monroe Ave between Cherry and Pine streets, Green Bay, Wisconsin, 54301|1006457
05/20/2014 to 05/20/2014 Tue: 4:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.0690815%2C%20-90.6504386%20(%22Maquoketa+Farmers+Market%22)|Maquoketa Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|1215 East Platt Street, Maquoketa, Iowa, 52060|1006458
06/27/2014 to 10/31/2014 Fri: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=45.085218%2C%20-93.009031%20(%22City+of+White+Bear+Lake+Farmer''s+Market%22)|City of White Bear Lake Farmer''''s Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption)|Washington Avenue, between 3rd and 4th Street, White Bear Lake, Minnesota, 55110|1006460
 <br> <br> <br> |http://maps.google.com/?q=36.3011%2C%20-119.314%20(%22Visalia-Tulare+County+Wednesday+Farmers+Market%22)|Visalia-Tulare County Wednesday Farmers Market||Sequoia Mall-Inside, Visalia, California, 93292|1006461
06/07/2014 to 09/27/2014 Sun: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.001164%2C%20-79.833811%20(%22Bath+County+Farmers+Market%22)|Bath County Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|Main Street Hot Springs Va, Hot Springs, Virginia, 24445|1006462
05/01/2011 to 10/31/2011 <br> <br> <br> |http://maps.google.com/?q=36.8698%2C%20-94.3694%20(%22Neosho+Farmers''+Market%22)|Neosho Farmers'''' Market||NE corner Spring and Jefferson Streets, Neosho, Missouri, 64850|1006463
06/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=39.139381%2C%20-84.442549%20(%22Hyde+Park+Farmers''+Market%22)|Hyde Park Farmers'''' Market||Erie Avenue between Michigan and Edwards Road, Cincinnati, Ohio, 45208|1006464
05/18/2014 to 10/26/2014 Sun: 9:30 AM-1:30 PM;<br> <br> <br> |http://maps.google.com/?q=39.139535%2C%20-84.442590%20(%22Hyde+Park+Farmers''+Market%22)|Hyde Park Farmers'''' Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|Erie Avenue between Edwards Rd. and Michigan Ave., Cincinnati, Ohio, 45208|1006465
05/01/2011 to 10/31/2011 <br> <br> <br> |http://maps.google.com/?q=41.0193%2C%20-84.0476%20(%22Ottawa+Area+Farmers+Market%22)|Ottawa Area Farmers Market||Parking Lot at Main & Oak Streets, Ottawa, Ohio, 45875|1006466
06/13/2013 to 09/12/2013 Thu: 2:30 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.691363%2C%20-73.676923%20(%22North+Greenbush+Farmers+Market%22)|North Greenbush Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Prepared foods (for immediate consumption)|95 Williams Rd., North Greenbush, New York, 12198|1006468
 <br> <br> <br> |http://maps.google.com/?q=41.6677%2C%20-78.8125%20(%22Kane+Farmers+Market%22)|Kane Farmers Market||15 Greeves Street, Kane, Pennsylvania, 16735|1006469
05/29/2014 to 10/16/2014 Thu: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=41.771136%2C%20-93.713658%20(%22Polk+City+Farmers+Market%22)|Polk City Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|Town Square, Polk City, Iowa, 50226|1006470
05/04/2013 to 11/30/2013 Sat: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.611120%2C%20-122.872210%20(%22Healdsburg+Certified+Farmers''+Market%22)|Healdsburg Certified Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|North and Vine Streets, Healdsburg, California, 95448|1006471
06/05/2013 to 10/30/2013 Wed: 3:30 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.611981%2C%20-122.872536%20(%22Healdsburg+Certified+Farmers''+Market-Wednesday%22)|Healdsburg Certified Farmers'''' Market-Wednesday|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs|North Street, Healdsburg, California, 95448|1006472
 <br> <br> <br> |http://maps.google.com/?q=39.0057%2C%20-87.7399%20(%22Robinson+Farmers+Market%22)|Robinson Farmers Market||Courthouse Square, Robison, Illinois, 62454|1006473
06/21/2014 to 10/18/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.1503430%2C%20-87.9060038%20(%22Fox+Point+Farmers''++Market%22)|Fox Point Farmers''''  Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|7300 N Lombardy Rd., Fox Point, Wisconsin, 53217|1006475
06/06/2014 to 10/31/2014 Fri: 2:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=45.455434%2C%20-91.274498%20(%22Bruce+Community+Farmers+Market%22)|Bruce Community Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|BRUCE, Wisconsin, 54819|1006476
